source,destination,same_community,pagerank_difference,betweenness_difference,hub_score_difference,authority_score_difference,embedding_cosine_similarity
IND503187AAA,IND503122AAA,1,4.069405928120004e-05,2.189237707400085e-06,3.214358503837365e-21,5.893381977560062e-20,0.9926886
IND504201AAA,IND505001AAB,1,0.0024892797902348,0.011635433542040581,0.0024165249708546998,0.0027018112736587933,0.95942664
IND504201AAA,IND505184AAC,1,0.00019176355471939993,0.0,0.0,0.00029761852263419345,0.98973256
IND505184AAC,IND505001AAB,1,0.0022975162355154,0.011635433542040581,0.0024165249708546998,0.0024041927510246,0.97599196
IND505184AAC,IND505209AAA,1,8.152517467530009e-05,0.0004051914123501808,3.129914261280003e-05,0.0,0.99442434
IND504208AAB,IND504251AAA,1,2.9840385776400027e-05,0.0008098355152735424,0.0003181960312959348,3.5813710853400006e-05,0.9895895
IND504208AAB,IND505001AAB,1,0.0021037549731502,0.011635068669089343,0.0024165249708546998,0.0023683790401712,0.95852447
IND504251AAA,IND504293AAA,1,0.00019514204077759997,0.0006089729556169,0.00032196239110983475,0.00029303660762487944,0.9898772
IND504251AAA,IND504296AAA,1,0.0003206335091755,0.0006089729556169,0.00032572924297233477,0.00032844562273030685,0.98701894
IND504215AAA,IND505001AAB,1,0.0023944489241142,0.011633791613760009,0.0024477406260997,0.0027018112736587937,0.9236162
IND504215AAA,IND505326AAB,1,3.5728534484500015e-05,0.001005407417137308,3.892169763400029e-06,7.938679784680889e-07,0.9903288
IND505326AAB,IND505001AAB,1,0.0024301774585987,0.0106283841966227,0.0024438484563363,0.0027010174056803257,0.93370456
IND505326AAB,IND505327AAA,1,0.00018403718416019996,1.094618853699934e-06,0.0002912755348565403,4.614211351614229e-06,0.9854073
IND505326AAB,IND505425AAA,1,0.00043736817436050004,0.0008074638410905,3.975657131200015e-06,3.6546348119732407e-07,0.9873237
IND504293AAA,IND504208AAB,1,0.000224982426554,0.00020086255965664246,3.7663598138999656e-06,0.00032885031847827944,0.9916828
IND504293AAA,IND505001AAB,1,0.0023287373997042003,0.011434206109432701,0.0024127586110408,0.0026972293586494797,0.9627478
IND504296AAA,IND504208AAB,1,0.00035047389495190004,0.00020086255965664246,7.533211676399984e-06,0.00036425933358370685,0.98477274
IND504296AAA,IND504293AAA,1,0.00012549146839790004,0.0,3.7668518625000183e-06,3.5409015105427427e-05,0.9862669
IND504296AAA,IND505001AAB,1,0.0024542288681021,0.011434206109432701,0.0024089917591783,0.0027326383737549067,0.9629417
IND505001AAA,IND505302AAB,1,0.00035817160878420004,0.0022197045988586,2.789216292238596e-05,0.0002980373395694,0.92535204
IND505001AAA,IND505327AAA,1,0.0005326804102402,0.0010083264007472,3.179000848779651e-05,3.664455398678868e-05,0.95923066
IND505302AAB,IND505325AAA,1,0.0002231786967738,0.0022197045988586,3.4510247010864094e-06,0.00029725244231716333,0.9787867
IND505302AAB,IND505326AAB,1,9.528382704200003e-06,0.0012124728169651002,0.00028737768929112977,0.00026600699693422555,0.95674884
IND505302AAB,IND505327AAA,1,0.00017450880145599996,0.0012113781981114003,3.8978455654105494e-06,0.0002613927855826113,0.977124
IND505327AAA,IND505425AAA,1,0.0002533309902003001,0.0008063692222368001,0.0002872998777253403,4.248747870416905e-06,0.9842123
IND505209AAA,IND504201AAA,1,0.0002732887293947,0.0004051914123501808,3.129914261280003e-05,0.00029761852263419345,0.99079275
IND505209AAA,IND505001AAB,1,0.0022159910608401,0.0112302421296904,0.0024478241134675,0.0024041927510246,0.97948277
IND505122AAA,IND506002AAA,1,0.0008400317858073001,0.0060441204372638,0.000231885091677,0.0022049581120936,0.9001397
IND505325AAA,IND505327AAA,1,0.00039768749822979995,0.0010083264007472,4.4682086432414e-07,3.585965673455202e-05,0.98781145
IND505326AAA,IND505425AAA,1,0.0007860114004405001,0.001814695622984,0.0002872998777253403,3.239580611637177e-05,0.9428016
IND505425AAA,IND504215AAA,1,0.000401639639876,0.001812871258227808,8.348736779998592e-08,1.159331459665413e-06,0.9886292
IND505425AAA,IND505001AAB,1,0.0019928092842382,0.009820920355532201,0.0024478241134675,0.0027006519421991283,0.937475
IND505467AAA,IND505122AAA,1,0.00014305204018140002,0.0008078287140417,0.000231885091677,4.780656204697343e-21,0.9723501
IND505503AAA,IND506164AAA,1,3.802984544999991e-05,0.0004068333406307,2.0973716971389985e-21,1.17255076737327e-20,0.9820207
IND506001AAC,IND505122AAA,1,0.00019324426607800001,0.0008078287140417,0.000231885091677,1.032783034652284e-20,0.9508724
IND506001AAC,IND505467AAA,1,5.019222589659999e-05,0.0,1.5888885914954117e-21,1.5108486551220183e-20,0.97964925
IND506132AAA,IND122001AAJ,1,5.117288199349998e-05,2.1892377075000483e-06,8.29934295286886e-21,5.126055208900723e-20,0.99272585
IND506143AAA,IND506167AAB,1,5.117288199349998e-05,2.1892377074003017e-06,0.0022736053735025,1.6803197815149735e-20,0.9906527
IND506343AAA,IND506169AAB,1,5.117288199349998e-05,0.0004053738488258,2.548869264837999e-20,1.89189022085904e-19,0.9951446
IND506167AAB,IND501359AAE,1,0.0083023267901497,0.0890292702018196,0.017783387669786,0.0216193485132994,0.85626936
IND506169AAB,IND505503AAA,1,4.3549963401000075e-05,0.00040610359472839993,1.2331165870999273e-21,2.423678866771862e-19,0.99232614
IND506314AAA,IND506002AAA,1,0.0005738844204391001,0.005643489936804,0.000231885091677,0.0022049581120936,0.9644346
IND507002AAA,IND507117AAB,1,0.0011016350852084,0.0042149979984112,1.1579979028940067e-05,0.00039472278770573616,0.97771275
IND507002AAA,IND507159AAA,1,0.0009400229282281,0.0046200069742858,3.987913382330728e-05,0.0003901295633324441,0.984987
IND507002AAA,IND507167AAA,1,0.0011518273111050998,0.0046200069742858,1.1581509567792468e-05,0.0003947371768974288,0.9510268
IND507002AAA,IND508001AAA,1,0.0009020963504551999,0.0020785817318886,0.0022620238639347074,0.00039472295404189563,0.92357683
IND507002AAA,IND508206AAA,1,0.0006983700611715,0.004598006004071248,3.129991592883144e-05,0.00030263222557948765,0.9759467
IND507002AAA,IND508207AAB,1,0.0006039467038294,0.0037103500382595,0.0007941459666839075,0.000390062679265836,0.9531748
IND507002AAA,IND508213AAB,1,0.0011518273111050998,0.0046200069742858,1.1449142495053392e-05,0.0003947371768974288,0.9410492
IND507117AAB,IND507303AAA,1,0.00011679276699930001,0.0004013602463622,4.164199626205215e-05,1.2442699336147638e-06,0.9877008
IND507159AAA,IND507002AAA,1,0.0009400229282281,0.0046200069742858,3.987913382330728e-05,0.0003901295633324441,0.984987
IND507159AAA,IND508206AAA,1,0.0002416528670566,2.200097021455218e-05,8.57921789447584e-06,8.749733775295647e-05,0.9844183
IND508001AAA,IND501359AAE,1,0.0082548018700565,0.0900902356069989,0.017783387669786,0.021618089856053697,0.85322046
IND508206AAA,IND507002AAA,1,0.0006983700611715,0.004598006004071248,3.129991592883144e-05,0.00030263222557948765,0.9759467
IND508206AAA,IND507159AAA,1,0.0002416528670566,2.200097021455218e-05,8.57921789447584e-06,8.749733775295647e-05,0.9844183
IND508206AAA,IND508207AAB,1,9.442335734209998e-05,0.0008876559658117478,0.0007628460507550761,8.74304536863484e-05,0.98336095
IND508207AAB,IND507002AAA,1,0.0006039467038294,0.0037103500382595,0.0007941459666839075,0.000390062679265836,0.9531748
IND508207AAB,IND508206AAA,1,9.442335734209998e-05,0.0008876559658117478,0.0007628460507550761,8.74304536863484e-05,0.98336095
IND508207AAB,IND521225AAB,1,0.0017027469067354998,0.0113010826475459,0.0019378198849966002,0.007166283298709636,0.8468554
IND508213AAB,IND508001AAA,1,0.0002497309606499,0.0025414252423972,0.002273473006429761,1.4222855533165958e-08,0.9887568
IND507111AAA,IND507117AAB,1,0.00022579800793519998,0.0004050089758746,1.3238456553196992e-07,1.258823581863871e-06,0.9528023
IND507111AAA,IND507303AAA,1,0.00034259077493449996,0.0008063692222368,4.1509611696520176e-05,1.4553648249107188e-08,0.9671804
IND507303AAA,IND507002AAA,1,0.0009848423182091,0.003813637752049,3.006201723311208e-05,0.0003959670576393509,0.9677371
IND508223AAA,IND500039AAC,1,0.0009760411282158999,0.0040322109841354,0.0021160115005672,0.0022571493128595,0.98284745
IND508277AAB,IND508223AAA,1,0.0002620329938731,0.0008060043492855,0.0002373737952074,1.3818307772503644e-19,0.99367654
IND508248AAB,IND508377AAB,1,3.8829974691800026e-05,2.189237707400085e-06,0.0022736053735025,4.784032423105006e-19,0.98960155
IND508377AAB,IND501359AAE,1,0.0082300115873187,0.0914232016348946,0.017783387669786,0.0216193485132994,0.9097179
IND509203AAA,IND509301AAA,1,5.0057200877999997e-05,2.1892377075000483e-06,0.0023261770814683,1.719913217260495e-19,0.9895984
IND509103AAB,IND509103AAC,1,6.576744712899994e-05,0.0002023220514616,1.6444092110299972e-05,0.0005442169695072,0.98368925
IND509103AAB,IND518002AAA,1,0.0021953717167047,0.0098490155727776,0.0050648343448909,0.0053612307560207,0.98914707
IND509103AAC,IND518002AAA,1,0.0022611391638337,0.0100513376242392,0.0050812784370012,0.0059054477255279,0.984411
IND509124AAA,IND509103AAB,1,3.071608432720003e-05,5.473094269000029e-07,0.000147353671047,8.911997188500078e-06,0.98598707
IND509124AAA,IND509103AAC,1,9.648353145619998e-05,0.0002028693608885,0.00016379776315729997,0.0005353049723187,0.98031247
IND509124AAA,IND518002AAA,1,0.0021646556323775003,0.009848468263350701,0.0049174806738439,0.0053701427532092,0.98499274
IND509124AAA,IND584101AAA,1,3.071608432720003e-05,0.0010143468044427001,8.294079745909994e-05,8.911997188500078e-06,0.9869688
IND584101AAA,IND509124AAA,1,3.071608432720003e-05,0.0010143468044427001,8.294079745909994e-05,8.911997188500078e-06,0.9869688
IND584101AAA,IND518002AAA,1,0.0021953717167047,0.008834121458908,0.005000421471303,0.0053612307560207,0.96245694
IND584101AAA,IND584123AAA,1,0.00025853066658219995,0.0004050089758746,0.0007183492671677,0.0006233944992146848,0.9313536
IND509301AAA,IND501359AAE,1,0.0082940051874682,0.0918256565001106,0.0177308159618202,0.0216193485132994,0.91245186
IND509301AAA,IND509216AAC,1,2.1326011761499983e-05,0.0008060043492855,5.257170796580009e-05,0.0004998959316766999,0.98714733
IND509324AAA,IND508248AAB,1,0.00024325893853509995,0.0012106484522089,5.0311422740100997e-20,1.7117706112620796e-19,0.99255085
IND515401AAB,IND515801AAA,1,0.00042193110627380005,0.0012128376899163,6.341231578755855e-05,6.813659831199923e-06,0.9955925
IND515411AAA,IND516360AAB,1,4.3579336887900034e-05,2.1892377075000483e-06,1.8007667453536988e-21,0.0005961638713727,0.9869362
IND515671AAA,IND515134AAA,1,0.00037659564187770005,0.00040537384882589986,2.6987796791248525e-21,0.0005961638713726999,0.9506126
IND515671AAA,IND515591AAA,1,0.00020385354227640004,1.0946188537200134e-05,1.4658480502538656e-20,0.0005961638713727,0.9649005
IND515801AAA,IND515761AAA,1,2.1925808177400007e-05,4.378475414799953e-06,0.0007232260552151,0.0006029775312039002,0.984728
IND515801AAA,IND515865AAB,1,0.000410087833642,0.0012128376899163,1.366036480471636e-20,0.0006029775312039001,0.99550223
IND515134AAA,IND515201AAA,1,0.00038370765273820003,0.0016120086985711001,1.3643907132519333e-20,2.5662262731956905e-20,0.98716897
IND515134AAA,IND515591AAA,1,0.0001727420996013,0.00039442766028869973,1.735726018166351e-20,3.9415113470805474e-20,0.9801241
IND515201AAA,IND515134AAA,1,0.00038370765273820003,0.0016120086985711001,1.3643907132519333e-20,2.5662262731956905e-20,0.98716897
IND515201AAA,IND515301AAA,1,0.00016333053761679998,0.0004050089758746,2.0427065482318133e-20,9.032260918711497e-20,0.98682296
IND515591AAA,IND516269AAA,1,1.2842619035699976e-05,2.189237707399868e-06,3.302552938540911e-20,2.145361398673815e-19,0.9899293
IND515301AAA,IND561202AAB,1,6.941397654929997e-05,2.1892377074000306e-06,5.723762433633979e-21,1.1908668459731093e-19,0.9863593
IND561202AAB,IND515134AAA,1,0.00047762421380570004,0.0020192069121531004,1.0593959161648242e-21,5.442633814215287e-20,0.9810644
IND516360AAB,IND516001AAA,1,3.6912323281199934e-05,2.189237707399868e-06,3.468691778026849e-21,1.7123201903322037e-20,0.9928273
IND516269AAA,IND516390AAA,1,1.1613713569700018e-05,2.189237707399868e-06,0.0007232260552151,3.140344573163369e-19,0.9944915
IND515761AAA,IND515004AAA,1,0.0017281743226009003,0.0116739276383963,0.00482505968392,0.0068770404590965,0.97705984
IND515865AAB,IND515761AAA,1,0.0004320136418194,0.0012084592145015,0.0007232260552151,1.236436428375029e-19,0.9879819
IND516001AAA,IND516227AAA,1,3.16756013048e-05,2.189237707400085e-06,0.0007232260552151,3.29832332859305e-20,0.9958199
IND516227AAA,IND515004AAA,1,0.0020598639755782,0.0116739276383963,0.00482505968392,0.0068770404590965,0.948158
IND516101AAA,IND516115AAA,1,2.8416795012099955e-05,0.0,2.1110800581712637e-21,2.494862963209766e-20,0.9714529
IND516115AAA,IND517501AAB,1,0.0006137806727771001,5.473094268575683e-06,1.4179639470986806e-21,2.0073921380108147e-20,0.9747418
IND517501AAB,IND517583AAA,1,0.0006448224008936001,5.473094268575683e-06,1.9306141256719366e-21,1.7924520843867887e-20,0.9700527
IND517501AAB,IND517644AAA,1,0.0006448224008936001,5.473094268575683e-06,1.002646622467059e-20,1.7924520843867887e-20,0.9715526
IND516390AAA,IND515004AAA,1,0.0019437213621703,0.0100699461447524,0.00482505968392,0.0068770404590965,0.936562
IND517325AAA,IND517408AAA,1,0.0001003844517933,0.0,1.965970559381057e-23,1.8694098450633442e-22,0.8146252
IND517583AAA,IND516101AAA,1,2.6249331044000696e-06,0.0,2.62373023674452e-21,2.27992290958574e-20,0.9697694
IND517644AAA,IND524132AAA,1,2.6249331044000696e-06,0.0,1.100658113973096e-20,9.978138707288008e-20,0.97141576
IND524132AAA,IND524101AAB,1,2.8416795012099955e-05,0.0,2.398078862159052e-21,1.0465981316413723e-19,0.97248816
IND518206AAA,IND518002AAA,1,0.0021161664309133003,0.0096459637754134,0.0050739924274059,0.0053710249333594005,0.9860681
IND518206AAA,IND518222AAA,1,0.00022957322595519998,0.0004053738488258,7.286009595300043e-06,0.0006215055286503037,0.9929168
IND518401AAA,IND518422AAB,1,5.713171084869998e-05,2.1892377073999764e-06,7.290562947903353e-21,0.0006144825020262,0.9909707
IND518501AAA,IND518124AAA,1,5.713171084869998e-05,2.1892377074000306e-06,0.000710139129349,0.0006144825020261999,0.9884164
IND518102AAA,IND518002AAA,1,0.0022079377778382,0.0092453332749537,0.0050812784370012,0.0060618119576238,0.96784955
IND518124AAA,IND518002AAA,1,0.002256510124049,0.009648153013120801,0.0050086316091217005,0.0060618119576238,0.97711366
IND518124AAA,IND518206AAA,1,0.0001403436931357,2.1892377074000306e-06,6.536081828419993e-05,0.0006907870242643998,0.98925304
IND518222AAA,IND518002AAA,1,0.0023457396568685,0.0100513376242392,0.0050812784370012,0.005992530462009704,0.9763124
IND518422AAB,IND518102AAA,1,4.857234621080003e-05,2.1892377075000483e-06,0.0006374923014695,6.932479271284395e-20,0.9894101
IND520011AAA,IND521185AAA,1,0.0003221421403796,0.0008085584599442,0.0007315310021938176,0.00021619136401326492,0.990841
IND521185AAA,IND520011AAA,1,0.0003221421403796,0.0008085584599442,0.0007315310021938176,0.00021619136401326492,0.990841
IND521185AAA,IND521225AAB,1,0.0017785296484512999,0.011402181123628,0.0019806598825085004,0.0068740385289311,0.9442421
IND521001AAA,IND521165AAA,1,2.470314176250001e-05,0.0004031846111184,3.997712242520004e-05,8.197233778700001e-05,0.9940259
IND521001AAA,IND521225AAB,1,0.0018253682221620999,0.0118075549724538,0.0019493034059625,0.0068740385289311,0.9882438
IND521165AAA,IND521225AAB,1,0.0018500713639245999,0.0122107395835722,0.0019892805283877003,0.0067920661911441,0.9926299
IND521105AAA,IND521333AAA,1,8.448575889600043e-06,0.0008102003882247999,0.0007454456894896992,8.293100349068879e-05,0.98634756
IND521105AAA,IND534001AAA,1,0.00013970292159890002,0.0008102003882247999,0.0007541671537396993,9.478327593760051e-07,0.9884354
IND521333AAA,IND521225AAB,1,0.002104297860473,0.011808102281880698,0.0019892805283877003,0.007089271227240712,0.9514757
IND534001AAA,IND521225AAB,1,0.0022355522061823,0.011808102281880698,0.0019805590641377,0.007171254397972024,0.9591025
IND534001AAA,IND521333AAA,1,0.00013125434570929997,0.0,8.721464250000042e-06,8.198317073131279e-05,0.9876961
IND521201AAA,IND521105AAA,1,5.990294904510002e-05,2.1892377075000483e-06,8.821143370900783e-06,0.0002947944451814001,0.99445164
IND521301AAA,IND521001AAA,1,0.0003303840114664,0.0004031846111184,0.0007628874787398176,3.369256618899986e-06,0.9880759
IND522647AAA,IND523201AAA,1,1.4054672813200008e-05,2.189237707400085e-06,0.0002636040901335,6.058923316537891e-20,0.9877244
IND523201AAA,IND523002AAA,1,0.0012755148922106003,0.0054088106045284,0.0008907241841922999,0.0025065689765458,0.97474235
IND523105AAA,IND524201AAA,1,1.578969735050004e-05,2.1892377075000483e-06,0.0002636040901335,0.00012545028244350003,0.9931303
IND523226AAA,IND523316AAB,1,0.0004080306725446,0.0012128376899163,1.3193017176052592e-05,1.417591047899998e-06,0.9886463
IND523230AAA,IND523105AAA,1,0.0004080306725446,0.000808193586993,1.3193017176052561e-05,1.417591047899998e-06,0.9923911
IND523316AAB,IND522647AAA,1,1.578969735050004e-05,2.189237707399868e-06,6.371885166496117e-21,0.0001254502824435,0.9847982
IND524201AAA,IND523002AAA,1,0.0012614602193974003,0.0058112654697444,0.0008907241841922999,0.0025065689765458,0.97905463
IND524003AAA,IND501359AAE,0,0.0084662222065627,0.0926316608493961,0.017783387669786,0.0207802529682279,0.8142108
IND524101AAB,IND517501AAB,1,0.0006137806727771001,5.473094268575683e-06,1.4179639470986806e-21,2.280294693512504e-20,0.97143376
IND530012AAA,IND501359AAE,0,0.0058359102315627,0.0748328785520589,0.015654484828766302,0.0197687324650836,0.63017285
IND530012AAA,IND530043AAA,1,0.0026152689051403,0.0173934084485114,0.004205663261505,0.0013775660893056,0.97754085
IND530012AAA,IND531001AAA,1,0.002477431475714,0.0173934084485114,0.004205663261505,0.0013510085092608,0.9732819
IND530012AAA,IND531036AAA,1,0.0025148844533468997,0.0173952328132676,0.0042078876139558,0.0013721595196392001,0.9762082
IND530012AAA,IND531162AAA,1,0.0025148844533468997,0.0177987822973372,0.0044025082145222,0.0013721595196392001,0.8900712
IND530012AAA,IND532001AAB,1,0.0012165121300975,0.010553864977547999,0.0042010315195368,0.0013550371201484,0.8800491
IND530012AAA,IND533106AAA,0,0.0010213135728051998,0.011558310426529099,0.0017397752428144997,0.0012430614046917,0.84340453
IND530012AAA,IND535001AAA,1,0.0023894294343912,0.0173955976862188,0.0042078876139558,0.0013721595196392001,0.9766568
IND530012AAA,IND751002AAB,0,0.0001166193994584998,0.003788318063166502,0.0009202066961709002,0.0114439893608385,0.7998345
IND530012AAA,IND764001AAC,1,0.0023201610354401,0.0161813005044975,0.0044025082145222,0.0013721595196392001,0.9498646
IND530012AAA,IND764020AAC,1,0.0026152689051403,0.0177987822973372,0.004352191187915686,0.0013775660893056,0.94537455
IND530043AAA,IND530012AAA,1,0.0026152689051403,0.0173934084485114,0.004205663261505,0.0013775660893056,0.97754085
IND530043AAA,IND531163AAA,1,8.14055411919e-05,0.0004051914123501808,0.00014652792641068612,0.0004518989485317619,0.97952485
IND531001AAA,IND530012AAA,1,0.002477431475714,0.0173934084485114,0.004205663261505,0.0013510085092608,0.9732819
IND531001AAA,IND531116AAA,1,0.0001606270252758,0.0004053738488258,5.0317026606600034e-05,0.0004784565285765619,0.98790777
IND531036AAA,IND530012AAA,1,0.0025148844533468997,0.0173952328132676,0.0042078876139558,0.0013721595196392001,0.9762082
IND532001AAB,IND530012AAA,1,0.0012165121300975,0.010553864977547999,0.0042010315195368,0.0013550371201484,0.8800491
